timestamp,dx_cm,ax,right,left
1783247515.800434,4.406899542522324,0.13077820964540765,True,False
1783247515.8168285,4.406899542522324,0.0,True,False
1783247515.8324564,4.406899542522324,0.0,True,False
1783247515.8489466,4.639195282715326,5.511005457798738,True,False
1783247515.864928,4.639195282715326,0.0,True,False
1783247515.8811295,4.963764162110452,2.578643059281448,True,False
1783247515.8965738,4.963764162110452,0.0,True,False
1783247515.9133368,4.963764162110452,0.0,True,False
1783247515.9292119,5.089772119373084,-7.11502045917249,True,False
1783247515.9445634,5.089772119373084,0.0,True,False
1783247515.960761,5.089772119373084,0.0,True,False
1783247515.9767451,5.089772119373084,0.0,True,False
1783247515.9931128,5.2250768596951,0.082497152733305,True,False
1783247516.008443,5.2250768596951,0.0,True,False
1783247516.025094,5.438395443305223,3.672649084627879,True,False
1783247516.0410078,5.438395443305223,0.0,True,False
1783247516.0567973,5.438395443305223,0.0,True,False
1783247516.0733476,5.868342966026794,6.530765322365348,True,False
1783247516.0887494,5.868342966026794,0.0,True,False
1783247516.1052625,5.868342966026794,0.0,True,False
1783247516.1208503,6.343602489871452,-3.4354376058763725,True,False
1783247516.1373646,6.343602489871452,0.0,True,False
1783247516.153294,6.343602489871452,0.0,True,False
1783247516.1689584,7.084978653294243,9.178063134304878,True,False
1783247516.1847482,7.084978653294243,0.0,True,False
1783247516.200833,7.084978653294243,0.0,True,False
1783247516.216858,7.084978653294243,0.0,True,False
1783247516.2333567,9.54477968799876,35.079606530920366,True,False
1783247516.2488115,9.54477968799876,0.0,True,False
1783247516.2653472,11.112918648076553,-3.753720104152924,True,False
1783247516.2811062,11.112918648076553,0.0,True,False
1783247516.2973986,12.437522969402554,-6.5648539626484235,True,False
1783247516.313953,12.437522969402554,0.0,True,False
1783247516.3294432,11.133520778436543,-90.89175665499437,True,False
1783247516.346105,11.133520778436543,0.0,True,False
1783247516.3623421,11.133520778436543,0.0,True,False
1783247516.3778346,0.0,44.48907424249715,True,False
1783247516.3934886,0.0,0.0,True,False
1783247516.409898,0.0,0.0,True,False
1783247516.4257832,0.0,0.0,True,False
1783247516.4417818,0.0,0.0,True,False
1783247516.457911,0.0,0.0,True,False
1783247516.4734552,0.0,0.0,True,False
1783247516.4899232,0.0,0.0,True,False
1783247516.5055454,0.0,0.0,True,False
1783247516.5220883,0.0,0.0,True,False
1783247516.538221,0.0,0.0,True,False
1783247516.5541887,0.0,0.0,True,False
1783247516.570343,0.0,0.0,True,False
1783247516.585731,0.0,0.0,True,False
1783247516.602011,0.0,0.0,True,False
1783247516.6183453,0.0,0.0,True,False
1783247516.634006,0.0,0.0,True,False
1783247516.6500173,0.0,0.0,True,False
1783247516.6663735,0.0,0.0,True,False
1783247516.682525,0.0,0.0,True,False
1783247516.698985,0.0,0.0,True,False
1783247516.715133,0.0,0.0,True,False
1783247516.7311351,0.0,0.0,True,False
1783247516.7474802,0.0,0.0,True,False
1783247516.7643328,0.0,0.0,True,False
1783247516.7796419,0.0,0.0,True,False
1783247516.7955613,0.0,0.0,True,False
1783247516.8118813,0.0,0.0,True,False
1783247516.8277628,0.0,0.0,True,False
1783247516.8443208,0.0,0.0,True,False
1783247516.860098,0.0,0.0,True,False
1783247516.876004,0.0,0.0,True,False
1783247516.89164,0.0,0.0,True,False
1783247516.9076042,-1.403511339260582,-26.92126513323405,True,False
1783247516.924143,-1.403511339260582,0.0,True,False
1783247516.939578,-1.403511339260582,0.0,True,False
1783247516.9558003,-0.9057015287618143,38.020311821675236,True,False
1783247516.972047,-0.9057015287618143,0.0,True,False
1783247516.9884331,-0.9057015287618143,0.0,True,False
1783247517.0048044,-0.9057015287618143,0.0,True,False
1783247517.0211973,-0.5465944056096902,-2.7774891688909373,True,False
1783247517.0369737,-0.5465944056096902,0.0,True,False
1783247517.0533037,-0.5465944056096902,0.0,True,False
1783247517.0689085,-0.3780199884198711,-4.830098908409547,True,False
1783247517.0854156,-0.3780199884198711,0.0,True,False
1783247517.101474,-0.3780199884198711,0.0,True,False
1783247517.117672,-0.3253925849024303,-2.8617349993952983,True,False
1783247517.1337454,-0.3253925849024303,0.0,True,False
1783247517.1503527,-0.3253925849024303,0.0,True,False
1783247517.166927,-0.25724335937648807,0.33302975127245377,True,False
1783247517.1828496,-0.25724335937648807,0.0,True,False
1783247517.1992211,-0.25724335937648807,0.0,True,False
1783247517.214496,-0.053303109554339125,3.5576622322033518,True,False
